32 1 1 Fooping left left c 0 z 1 1 c 0
32 2 2 Wugging left left z 1 c 0 1 z 1
32 3 3 Zigging left right c 1 z 0 0 c 1
32 4 4 Meeking right left z 1 c 0 1 z 1
