23 1 4 Meeking right left z 1 c 0 1 z 1
23 2 3 Zigging left left z 1 c 0 1 z 1
23 3 2 Wugging left right c 1 z 0 0 c 1
23 4 1 Fooping right left z 1 c 0 0 z 1
